"Date","Time","Event Name","IP Address","Action","Host","URL","Response Code","Time to Load (ms)","Time to First Byte (ms)","Start Time (ms)","Bytes Out","Bytes In","Object Size","Cookie Size (out)","Cookie Count(out)","Expires","Cache Control","Content Type","Content Encoding","Transaction Type","Socket ID","Document ID","End Time (ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Event GUID","Sequence Number","Cache Score","Static CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Compression Score","ETag Score","Flagged","Secure","DNS Time","Connect Time","SSL Time","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Cache Time (sec)","Real Start Time (ms)","Full Time to Load (ms)","Optimization Checked","CDN Provider","DNS Start","DNS End","Connect Start","Connect End","SSL Negotiation Start","SSL Negotiation End","Initiator","Initiator Line","Initiator Column","Server Count","Server RTT","Run","Cached"
"07/25/2016","16:35:30","Step 1","93.184.220.29","POST","ocsp.digicert.com","/","200","314","314","196","444","788","471","","","Mon, 01 Aug 2016 04:35:25 GMT","max-age=515182","application/ocsp-response","","3","22","","510","","","","","","","","","","","1","50","-1","-1","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","0","0","0","0","0","0","561600","","","1","Edgecast","0","0","0","0","0","0","","","","1","308","1","0",
"07/25/2016","16:35:30","Step 1","93.184.220.29","POST","ocsp.digicert.com","/","200","314","314","446","444","788","471","","","Mon, 01 Aug 2016 04:35:25 GMT","max-age=497533","application/ocsp-response","","3","21","","760","","","","","","","","","","","2","50","-1","-1","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","0","0","0","0","0","0","561600","","","1","Edgecast","0","0","0","0","0","0","","","","1","308","1","0",
"07/25/2016","16:35:30","Step 1","54.191.85.92","GET","search.services.mozilla.com","/1/firefox/47.0/release/en-US/DE/default/default","200","477","477","512","393","302","169","","","","","application/json","","3","31","","989","","","","","","","","","","","3","0","-1","-1","-1","100","-1","-1","-1","-1","-1","0","1","-1","-1","-1","0","0","0","0","0","0","0","","","1","","0","0","0","0","0","0","","","","3","463","1","0",
"07/25/2016","16:35:30","Step 1","141.62.110.42","GET","im-im2.hdm-stuttgart.de","/","200","330","319","624","306","3857","3442","","","Mon, 25 Jul 2016 17:35:26 GMT","max-age=3600","text/html","gzip","3","53","","954","","","","","","","","","","","4","50","-1","100","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","3857","0","0","0","0","0","3600","","","1","","0","310","310","624","0","0","","","","1","312","1","0",
"07/25/2016","16:35:30","Step 1","141.62.110.42","GET","im-im2.hdm-stuttgart.de","/css/style.css","200","318","317","990","316","1933","1538","","","Tue, 25 Jul 2017 16:35:26 GMT","max-age=31536000","text/css","gzip","3","53","","1308","","","","","","","","","","","5","100","0","100","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","1933","0","0","0","0","0","31536000","","","1","","0","0","0","0","0","0","","","","1","312","1","0",
"07/25/2016","16:35:30","Step 1","141.62.110.42","GET","im-im2.hdm-stuttgart.de","/css/slider.css","200","320","320","990","317","1126","710","","","Tue, 25 Jul 2017 16:35:26 GMT","max-age=31536000","text/css","gzip","3","54","","1310","","","","","","","","","","","6","100","0","100","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","1126","0","0","0","0","0","31536000","","","1","","0","0","510","823","0","0","","","","1","312","1","0",
"07/25/2016","16:35:30","Step 1","141.62.110.42","GET","im-im2.hdm-stuttgart.de","/css/http1/stylehttp1.css","200","329","323","990","327","4604","4186","","","Tue, 25 Jul 2017 16:35:26 GMT","max-age=31536000","text/css","gzip","3","55","","1319","","","","","","","","","","","7","100","0","100","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","4604","0","0","0","0","0","31536000","","","1","","0","0","561","874","0","0","","","","1","312","1","0",
"07/25/2016","16:35:30","Step 1","141.62.110.42","GET","im-im2.hdm-stuttgart.de","/css/http1/animate.css","200","323","317","1077","324","4448","4030","","","Tue, 25 Jul 2017 16:35:26 GMT","max-age=31536000","text/css","gzip","3","56","","1400","","","","","","","","","","","8","100","0","100","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","4448","0","0","0","0","0","31536000","","","1","","0","0","762","1077","0","0","","","","1","312","1","0",
"07/25/2016","16:35:30","Step 1","141.62.110.42","GET","im-im2.hdm-stuttgart.de","/css/http1/bootstrap.css","200","674","325","1305","326","21657","21237","","","Tue, 25 Jul 2017 16:35:26 GMT","max-age=31536000","text/css","gzip","3","62","","1979","","","","","","","","","","","9","100","0","100","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","21657","0","0","0","0","0","31536000","","","1","","0","0","991","1305","0","0","","","","1","312","1","0",
"07/25/2016","16:35:30","Step 1","141.62.110.42","GET","im-im2.hdm-stuttgart.de","/js/jquery.min.js","200","712","338","1305","304","30336","29902","","","Tue, 25 Jul 2017 16:35:26 GMT","max-age=31536000","application/javascript","gzip","3","61","","2017","","","","","","","","","","","10","100","0","100","-1","100","-1","-1","-1","-1","-1","0","0","-1","-1","-1","30336","0","0","0","0","0","31536000","","","1","","0","0","991","1305","0","0","","","","1","312","1","0",
