"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"07/26/2016","18:20:14","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","4368","354","","10393","564072","2","3","79","79","0","0","0","0","0","3035","","","","4681","","","","","0","","","2","0","4368","","","1","96","0","-1","-1","-1","100","-1","-1","100","10362","563574","2","3","79","79","0","0","0","0","61","","","-1","","","","354","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2488","4357","4360","4214","4214","4397","Firefox","47.0.0.5999","1","310","Edgecast","0","1","0","3236",
"07/26/2016","18:20:38","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","4389","337","","10421","563993","2","3","79","79","0","0","0","0","0","3011","","","","4702","","","","","0","","","2","0","4389","","","1","96","0","-1","-1","-1","100","-1","-1","100","10390","563506","2","3","79","79","0","0","0","0","61","","","-1","","","","337","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2460","4358","4369","3747","3747","4582","Firefox","47.0.0.5999","1","308","Edgecast","0","2","0","3279",
"07/26/2016","18:21:02","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","4323","555","","10615","564044","2","3","79","79","0","0","0","0","0","3012","","","","4636","","","","","0","","","2","0","4323","","","1","96","0","-1","-1","-1","100","-1","-1","100","10584","563546","2","3","79","79","0","0","0","0","61","","","-1","","","","555","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2451","4320","4323","3867","3867","4352","Firefox","47.0.0.5999","1","309","Edgecast","0","3","0","3232",
"07/26/2016","18:21:27","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","4444","449","","9847","561134","2","3","78","78","0","0","0","0","0","3039","","","","4749","","","","","0","","","2","0","4444","","","1","97","0","-1","-1","-1","100","-1","-1","100","9816","560647","2","3","78","78","0","0","0","0","61","","","-1","","","","449","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2455","4353","4364","3754","3754","4466","Firefox","47.0.0.5999","1","309","Edgecast","0","4","0","3260",
"07/26/2016","18:21:51","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","4571","542","","10668","564072","2","3","79","79","0","0","0","0","0","2989","","","","4886","","","","","0","","","2","0","4571","","","1","96","0","-1","-1","-1","100","-1","-1","100","10637","563585","2","3","79","79","0","0","0","0","61","","","-1","","","","542","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2482","4568","4571","3687","3687","4388","Firefox","47.0.0.5999","1","308","Edgecast","0","5","0","3254",
"07/26/2016","18:22:15","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","5302","515","","10392","564020","2","3","79","79","0","0","0","0","0","3011","","","","5603","","","","","0","","","2","0","5302","","","1","96","0","-1","-1","-1","100","-1","-1","100","10392","563522","2","3","79","79","0","0","0","0","61","","","-1","","","","515","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2447","5288","5290","4303","4303","5322","Firefox","47.0.0.5999","1","307","Edgecast","0","6","0","3228",
"07/26/2016","18:22:40","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","4310","475","","9860","561053","2","3","78","78","0","0","0","0","0","3008","","","","4623","","","","","0","","","2","0","4310","","","1","97","0","-1","-1","-1","100","-1","-1","100","9829","560555","2","3","78","78","0","0","0","0","61","","","-1","","","","475","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2455","4295","4298","4253","4253","4340","Firefox","47.0.0.5999","1","309","Edgecast","0","7","0","3255",
"07/26/2016","18:23:04","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","4565","372","","10262","564043","2","3","79","79","0","0","0","0","0","3009","","","","4879","","","","","0","","","2","0","4565","","","1","96","0","-1","-1","-1","100","-1","-1","100","10231","563556","2","3","79","79","0","0","0","0","61","","","-1","","","","372","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2454","4569","4572","3588","3588","4341","Firefox","47.0.0.5999","1","309","Edgecast","0","8","0","3542",
"07/26/2016","18:23:27","Step 1","https://im-im2.hdm-stuttgart.de/dozenten2.html","4593","452","","10392","564021","2","3","79","79","0","0","0","0","0","3014","","","","4906","","","","","0","","","2","0","4593","","","1","96","0","-1","-1","-1","100","-1","-1","100","10361","563529","2","3","79","79","0","0","0","0","61","","","-1","","","","452","200","0","0","","","174628","66480","0","1","","612","","Medienmaster","2469","4581","4591","3826","3827","4294","Firefox","47.0.0.5999","1","308","Edgecast","0","9","0","3261",
