Date;Time;Event Name;IP Address;Action;Host;URL;Response Code;Time to Load (ms);Time to First Byte (ms);Start Time (ms);Bytes Out;Bytes In;Object Size;Cookie Size (out);Cookie Count(out);Expires;Cache Control;Content Type;Content Encoding;Transaction Type;Socket ID;Document ID;End Time (ms);Descriptor;Lab ID;Dialer ID;Connection Type;Cached;Event URL;Pagetest Build;Measurement Type;Experimental;Event GUID;Sequence Number;Cache Score;Static CDN Score;GZIP Score;Cookie Score;Keep-Alive Score;DOCTYPE Score;Minify Score;Combine Score;Compression Score;ETag Score;Flagged;Secure;DNS Time;Connect Time;SSL Time;Gzip Total Bytes;Gzip Savings;Minify Total Bytes;Minify Savings;Image Total Bytes;Image Savings;Cache Time (sec);Real Start Time (ms);Full Time to Load (ms);Optimization Checked;CDN Provider;DNS Start;DNS End;DNS;;Connect Start;Connect End;TCP;;SSL Negotiation Start;SSL Negotiation End;SSL;;Initiator;Initiator Line;Initiator Column;Server Count;Server RTT;Run;Cached
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/slider_horads.jpg;200;431;128;406;39;114620;114584;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/jpeg;;3;44;;837;;;;;;;;;;;16;100;0;-1;-1;100;-1;-1;-1;54;-1;0;1;-1;-1;-1;0;0;0;0;114584;51811;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/slider_horads_100-50.jpg;200;437;432;407;44;4362;4305;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/jpeg;;3;44;;844;;;;;;;;;;;17;100;0;-1;-1;100;-1;-1;-1;60;-1;0;1;-1;-1;-1;0;0;0;0;4305;1700;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/mm31-300x116.png;200;442;432;407;37;3331;3299;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;849;;;;;;;;;;;18;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/uk31-300x116.png;200;449;432;407;38;3472;3440;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;856;;;;;;;;;;;19;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/am31-300x116.png;200;444;419;420;37;3364;3332;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;864;;;;;;;;;;;20;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/institut-games-2.png;200;443;418;421;40;1696;1664;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;864;;;;;;;;;;;21;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/imo-hdm-startseite-2.jpg;200;473;418;421;43;11701;11667;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/jpeg;;3;44;;894;;;;;;;;;;;22;100;0;-1;-1;100;-1;-1;-1;60;-1;0;1;-1;-1;-1;0;0;0;0;11667;4610;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/medienmaster-studiengangskarte.png;200;538;419;421;50;17181;17148;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;959;;;;;;;;;;;23;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/zulassung_startseite_neu4.jpg;200;508;418;422;46;4107;4075;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/jpeg;;3;44;;930;;;;;;;;;;;24;100;0;-1;-1;100;-1;-1;-1;100;-1;0;1;-1;-1;-1;0;0;0;0;4075;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/mr-medienmaster1.png;200;508;418;422;40;4824;4792;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;930;;;;;;;;;;;25;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/csm-medienmaster1.png;200;521;418;422;40;5252;5219;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;943;;;;;;;;;;;26;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/united-internet.png;200;536;417;423;42;9948;9892;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;959;;;;;;;;;;;27;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/dmc.png;200;537;536;423;34;2261;2206;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;960;;;;;;;;;;;28;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/burda.png;200;542;535;424;35;3939;3884;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;966;;;;;;;;;;;29;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/vitra.png;200;553;551;424;35;3483;3428;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;977;;;;;;;;;;;30;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/ravensburger.png;200;584;551;424;40;2867;2812;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;1008;;;;;;;;;;;31;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/kresse-discher.png;200;584;550;425;41;2362;2330;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;1009;;;;;;;;;;;32;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/jquery.min.js;200;645;551;425;28;29982;29902;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1070;;;;;;;;;;;33;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/jssor.slider.mini.js;200;689;550;426;33;18564;18502;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1115;;;;;;;;;;;34;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/slider.js;200;614;550;426;25;531;470;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1040;;;;;;;;;;;35;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/wow.min.js;200;615;550;426;26;2522;2461;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1041;;;;;;;;;;;36;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/transition.min.js;200;617;549;427;34;440;379;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1044;;;;;;;;;;;37;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/alert.min.js;200;617;549;427;31;590;529;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1044;;;;;;;;;;;38;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/button.min.js;200;618;548;428;32;861;801;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1046;;;;;;;;;;;39;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/carousel.min.js;200;628;548;428;33;1565;1504;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1056;;;;;;;;;;;40;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/collapse.min.js;200;679;678;437;33;1229;1168;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1116;;;;;;;;;;;41;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/dropdown.min.js;200;679;678;437;34;1078;1017;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1116;;;;;;;;;;;42;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/modal.min.js;200;717;678;437;31;1942;1881;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1154;;;;;;;;;;;43;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/tooltip_popover.min.js;200;716;677;438;38;3330;3268;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1154;;;;;;;;;;;44;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/scrollspy.min.js;200;717;677;438;34;1046;985;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1155;;;;;;;;;;;45;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/tab.min.js;200;716;676;439;30;867;806;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1155;;;;;;;;;;;46;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http2/affix.min.js;200;716;676;439;31;1038;977;;;Sun, 02 Jul 2017 09:14:37 GMT;max-age=31536000;application/javascript;gzip;3;44;;1155;;;;;;;;;;;47;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/a02.png;200;565;565;551;66;3219;3164;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;image/png;;3;44;;1116;;;;;;;;;;;48;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/Amsdam.ttf;200;1077;485;631;119;197067;196992;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;application/x-font-ttf;;3;44;;1708;;;;;;;;;;;49;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/Pacifico.ttf;200;694;477;639;28;43689;43632;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;application/x-font-ttf;;3;44;;1333;;;;;;;;;;;50;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/DancingScript-Regular.ttf;200;926;476;640;38;116639;116580;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;application/x-font-ttf;;3;44;;1566;;;;;;;;;;;51;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/HdMFrutigerNextPro-Light.woff;200;1175;1091;640;50;45650;45576;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;application/x-font-woff;;3;44;;1815;;;;;;;;;;;52;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/glyphicons-halflings-regular.woff2;200;1163;1090;641;45;18083;18028;;;Mon, 01 Aug 2016 09:14:37 GMT;max-age=2592000;;;3;44;;1804;;;;;;;;;;;53;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.02.2016;09:14:37;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/favicon.ico;200;44;44;1851;23;440;318;;;Sat, 09 Jul 2016 09:14:38 GMT;max-age=604800;image/x-icon;;3;44;;1895;;;;;;;;;;;54;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;604800;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;;;;77;;;;96;;;;;;;
07.02.2016;09:15:12;Step 1;193.174.13.86;POST;ocsp.pca.dfn.de;/OCSP-Server/OCSP;200;55;54;210;449;1893;1498;;;Tue, 12 Jul 2016 09:15:12 GMT;max-age=864000, public, no-transform, must-revalidate;application/ocsp-response;;3;45;;265;;;;;;;;;;;1;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;864000;;;1;;134;165;31;;165;210;45;;0;0;0;;;;;1;44;2;0
