Date;Time;Event Name;IP Address;Action;Host;URL;Response Code;Time to Load (ms);Time to First Byte (ms);Start Time (ms);Bytes Out;Bytes In;Object Size;Cookie Size (out);Cookie Count(out);Expires;Cache Control;Content Type;Content Encoding;Transaction Type;Socket ID;Document ID;End Time (ms);Descriptor;Lab ID;Dialer ID;Connection Type;Cached;Event URL;Pagetest Build;Measurement Type;Experimental;Event GUID;Sequence Number;Cache Score;Static CDN Score;GZIP Score;Cookie Score;Keep-Alive Score;DOCTYPE Score;Minify Score;Combine Score;Compression Score;ETag Score;Flagged;Secure;DNS Time;Connect Time;SSL Time;Gzip Total Bytes;Gzip Savings;Minify Total Bytes;Minify Savings;Image Total Bytes;Image Savings;Cache Time (sec);Real Start Time (ms);Full Time to Load (ms);Optimization Checked;CDN Provider;DNS Start;DNS End;DNS;;Connect Start;Connect End;TCP;;SSL Negotiation Start;SSL Negotiation End;SSL;;Initiator;Initiator Line;Initiator Column;Server Count;Server RTT;Run;Cached
07.12.2016;19:12:08;Step 1;193.174.13.86;POST;ocsp.pca.dfn.de;/OCSP-Server/OCSP;200;72;71;203;449;1894;1498;;;Fri, 22 Jul 2016 19:12:08 GMT;max-age=864000, public, no-transform, must-revalidate;application/ocsp-response;;3;45;;275;;;;;;;;;;;1;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;864000;;;1;;127;156;29;;157;203;46;;0;0;0;;;;;1;46;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/;200;49;41;277;310;4534;3451;;;Tue, 12 Jul 2016 20:12:08 GMT;max-age=3600;text/html;gzip;3;44;;326;;;;;;;;;;;2;50;-1;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;4534;0;0;0;0;0;3600;;;1;;0;30;30;;31;66;35;;66;163;97;;;;;1;33;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/style.css;200;48;48;383;321;1933;1538;;;Wed, 12 Jul 2017 19:12:08 GMT;max-age=31536000;text/css;gzip;3;44;;431;;;;;;;;;;;3;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;1933;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;33;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/jquery.min.js;200;172;52;431;309;30313;29902;;;Wed, 12 Jul 2017 19:12:08 GMT;max-age=31536000;application/javascript;gzip;3;44;;603;;;;;;;;;;;4;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;30313;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;33;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http1/stylehttp1.css;200;53;41;478;332;4582;4186;;;Wed, 12 Jul 2017 19:12:08 GMT;max-age=31536000;text/css;gzip;3;49;;531;;;;;;;;;;;5;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;4582;0;0;0;0;0;31536000;;;1;;0;0;0;;384;430;46;;430;477;47;;;;;1;33;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/slider.css;200;41;41;487;322;1104;710;;;Wed, 12 Jul 2017 19:12:08 GMT;max-age=31536000;text/css;gzip;3;50;;528;;;;;;;;;;;6;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;1104;0;0;0;0;0;31536000;;;1;;0;0;0;;384;430;46;;430;486;56;;;;;1;33;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/bootstrap.css;200;170;61;487;331;21635;21237;;;Wed, 12 Jul 2017 19:12:09 GMT;max-age=31536000;text/css;gzip;3;52;;657;;;;;;;;;;;7;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;21635;0;0;0;0;0;31536000;;;1;;0;0;0;;385;430;45;;431;487;56;;;;;1;33;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http1/animate.css;200;65;47;492;329;4426;4030;;;Wed, 12 Jul 2017 19:12:09 GMT;max-age=31536000;text/css;gzip;3;51;;557;;;;;;;;;;;8;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;4426;0;0;0;0;0;31536000;;;1;;0;0;0;;385;430;45;;431;491;60;;;;;1;33;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/jssor.slider.mini.js;200;160;49;497;316;18913;18502;;;Wed, 12 Jul 2017 19:12:09 GMT;max-age=31536000;application/javascript;gzip;3;53;;657;;;;;;;;;;;9;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;18913;0;0;0;0;0;31536000;;;1;;0;0;0;;399;433;34;;433;496;63;;;;;1;33;1;0
07.12.2016;19:12:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/slider.js;200;41;41;529;305;877;470;;;Wed, 12 Jul 2017 19:12:09 GMT;max-age=31536000;application/javascript;gzip;3;50;;570;;;;;;;;;;;10;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;877;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;33;1;0
