Date;Time;Event Name;IP Address;Action;Host;URL;Response Code;Time to Load (ms);Time to First Byte (ms);Start Time (ms);Bytes Out;Bytes In;Object Size;Cookie Size (out);Cookie Count(out);Expires;Cache Control;Content Type;Content Encoding;Transaction Type;Socket ID;Document ID;End Time (ms);Descriptor;Lab ID;Dialer ID;Connection Type;Cached;Event URL;Pagetest Build;Measurement Type;Experimental;Event GUID;Sequence Number;Cache Score;Static CDN Score;GZIP Score;Cookie Score;Keep-Alive Score;DOCTYPE Score;Minify Score;Combine Score;Compression Score;ETag Score;Flagged;Secure;DNS Time;Connect Time;SSL Time;Gzip Total Bytes;Gzip Savings;Minify Total Bytes;Minify Savings;Image Total Bytes;Image Savings;Cache Time (sec);Real Start Time (ms);Full Time to Load (ms);Optimization Checked;CDN Provider;DNS Start;DNS End;DNS;;Connect Start;Connect End;TCP;;SSL Negotiation Start;SSL Negotiation End;SSL;;Initiator;Initiator Line;Initiator Column;Server Count;Server RTT;Run;Cached
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/slider_games_100-50.jpg;200;87;68;650;331;3796;3453;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/jpeg;;3;51;;737;;;;;;;;;;;15;100;0;-1;-1;100;-1;-1;-1;67;-1;0;1;-1;-1;-1;0;0;0;0;3453;1129;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/slider_horads.jpg;200;905;52;651;325;114931;114584;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/jpeg;;3;50;;1556;;;;;;;;;;;16;100;0;-1;-1;100;-1;-1;-1;54;-1;0;1;-1;-1;-1;0;0;0;0;114584;51811;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/slider_horads_100-50.jpg;200;86;67;651;332;4649;4305;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/jpeg;;3;53;;737;;;;;;;;;;;17;100;0;-1;-1;100;-1;-1;-1;60;-1;0;1;-1;-1;-1;0;0;0;0;4305;1700;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/mm31-300x116.png;200;73;57;664;323;3641;3299;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/png;;3;52;;737;;;;;;;;;;;18;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/uk31-300x116.png;200;60;47;697;323;3782;3440;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/png;;3;54;;757;;;;;;;;;;;19;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/am31-300x116.png;200;133;133;738;323;3674;3332;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/png;;3;51;;871;;;;;;;;;;;20;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/institut-games-2.png;200;133;133;738;327;2006;1664;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/png;;3;52;;871;;;;;;;;;;;21;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/imo-hdm-startseite-2.jpg;200;134;134;738;331;12012;11667;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/jpeg;;3;53;;872;;;;;;;;;;;22;100;0;-1;-1;100;-1;-1;-1;60;-1;0;1;-1;-1;-1;0;0;0;0;11667;4610;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/medienmaster-studiengangskarte.png;200;145;114;758;341;17492;17148;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/png;;3;54;;903;;;;;;;;;;;23;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/a02.png;200;72;52;872;329;3506;3164;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/png;;3;51;;944;;;;;;;;;;;24;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/zulassung_startseite_neu4.jpg;200;88;50;872;336;4418;4075;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/jpeg;;3;52;;960;;;;;;;;;;;25;100;0;-1;-1;100;-1;-1;-1;100;-1;0;1;-1;-1;-1;0;0;0;0;4075;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/mr-medienmaster1.png;200;92;72;872;327;5135;4792;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;image/png;;3;53;;964;;;;;;;;;;;26;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/Amsdam.ttf;200;959;56;904;396;197351;196992;;;Thu, 11 Aug 2016 19:19:09 GMT;max-age=2592000;application/x-font-ttf;;3;54;;1863;;;;;;;;;;;27;100;-1;0;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;197351;143959;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/Pacifico.ttf;200;466;51;944;398;43989;43632;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;application/x-font-ttf;;3;51;;1410;;;;;;;;;;;28;100;-1;0;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;43989;15139;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/DancingScript-Regular.ttf;200;786;54;960;411;116939;116580;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;application/x-font-ttf;;3;52;;1746;;;;;;;;;;;29;100;-1;0;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;116939;56350;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/HdMFrutigerNextPro-Light.woff;200;472;48;964;406;45934;45576;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;application/x-font-woff;;3;53;;1436;;;;;;;;;;;30;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/fonts/glyphicons-halflings-regular.woff2;200;226;58;1057;411;18347;18028;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;;;3;44;;1283;;;;;;;;;;;31;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/csm-medienmaster1.png;200;111;58;1283;328;5562;5219;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;image/png;;3;44;;1394;;;;;;;;;;;32;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/united-internet.png;200;121;42;1394;330;10235;9892;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;image/png;;3;44;;1515;;;;;;;;;;;33;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/dmc.png;200;67;67;1410;318;2548;2206;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;image/png;;3;51;;1477;;;;;;;;;;;34;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/burda.png;200;79;65;1436;320;4226;3884;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;image/png;;3;53;;1515;;;;;;;;;;;35;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/vitra.png;200;63;63;1477;320;3770;3428;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;image/png;;3;51;;1540;;;;;;;;;;;36;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/ravensburger.png;200;77;62;1516;327;3154;2812;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;image/png;;3;44;;1593;;;;;;;;;;;37;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/kresse-discher.png;200;62;62;1516;329;2672;2330;;;Thu, 11 Aug 2016 19:19:10 GMT;max-age=2592000;image/png;;3;53;;1578;;;;;;;;;;;38;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07.12.2016;19:19:08;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/favicon.ico;200;53;53;1875;321;661;318;;;Tue, 19 Jul 2016 19:19:10 GMT;max-age=604800;image/x-icon;;3;54;;1928;;;;;;;;;;;39;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;604800;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;309;;;;337;;;;;;;
07.12.2016;19:19:45;Step 1;193.174.13.86;POST;ocsp.pca.dfn.de;/OCSP-Server/OCSP;200;84;83;199;449;1894;1498;;;Fri, 22 Jul 2016 19:19:45 GMT;max-age=864000, public, no-transform, must-revalidate;application/ocsp-response;;3;45;;283;;;;;;;;;;;1;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;864000;;;1;;125;155;30;;155;199;44;;0;0;0;;;;;1;44;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/;200;57;41;285;310;4534;3451;;;Tue, 12 Jul 2016 20:19:45 GMT;max-age=3600;text/html;gzip;3;44;;342;;;;;;;;;;;2;50;-1;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;4534;0;0;0;0;0;3600;;;1;;0;29;29;;30;64;34;;64;161;97;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/style.css;200;53;53;394;321;1933;1538;;;Wed, 12 Jul 2017 19:19:45 GMT;max-age=31536000;text/css;gzip;3;44;;447;;;;;;;;;;;3;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;1933;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http1/stylehttp1.css;200;52;46;448;332;4581;4186;;;Wed, 12 Jul 2017 19:19:45 GMT;max-age=31536000;text/css;gzip;3;44;;500;;;;;;;;;;;4;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;4581;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/jquery.min.js;200;196;47;488;309;30314;29902;;;Wed, 12 Jul 2017 19:19:45 GMT;max-age=31536000;application/javascript;gzip;3;53;;684;;;;;;;;;;;5;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;30314;0;0;0;0;0;31536000;;;1;;0;0;0;;397;448;51;;449;488;39;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/slider.css;200;43;43;499;322;1104;710;;;Wed, 12 Jul 2017 19:19:45 GMT;max-age=31536000;text/css;gzip;3;50;;542;;;;;;;;;;;6;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;1104;0;0;0;0;0;31536000;;;1;;0;0;0;;395;448;53;;448;499;51;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/slider.js;200;46;46;500;305;877;470;;;Wed, 12 Jul 2017 19:19:45 GMT;max-age=31536000;application/javascript;gzip;3;44;;546;;;;;;;;;;;7;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;877;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http1/animate.css;200;70;53;500;329;4426;4030;;;Wed, 12 Jul 2017 19:19:45 GMT;max-age=31536000;text/css;gzip;3;51;;570;;;;;;;;;;;8;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;4426;0;0;0;0;0;31536000;;;1;;0;0;0;;396;448;52;;448;500;52;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/bootstrap.css;200;203;58;504;331;21635;21237;;;Wed, 12 Jul 2017 19:19:45 GMT;max-age=31536000;text/css;gzip;3;52;;707;;;;;;;;;;;9;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;21635;0;0;0;0;0;31536000;;;1;;0;0;0;;396;448;52;;448;504;56;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/jssor.slider.mini.js;200;170;51;509;316;18913;18502;;;Wed, 12 Jul 2017 19:19:45 GMT;max-age=31536000;application/javascript;gzip;3;54;;679;;;;;;;;;;;10;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;18913;0;0;0;0;0;31536000;;;1;;0;0;0;;411;448;37;;449;509;60;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/wow.min.js;200;62;43;542;306;2870;2461;;;Wed, 12 Jul 2017 19:19:46 GMT;max-age=31536000;application/javascript;gzip;3;50;;604;;;;;;;;;;;11;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;2870;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/http1/bootstrap.min.js;200;113;48;546;318;10174;9765;;;Wed, 12 Jul 2017 19:19:46 GMT;max-age=31536000;application/javascript;gzip;3;44;;659;;;;;;;;;;;12;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;10174;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/logo-hdm.png;200;66;66;707;319;946;605;;;Thu, 11 Aug 2016 19:19:46 GMT;max-age=2592000;image/png;;3;53;;773;;;;;;;;;;;13;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/slider_games.jpg;200;460;67;707;324;60160;59815;;;Thu, 11 Aug 2016 19:19:46 GMT;max-age=2592000;image/jpeg;;3;54;;1167;;;;;;;;;;;14;100;0;-1;-1;100;-1;-1;-1;63;-1;0;1;-1;-1;-1;0;0;0;0;59815;21712;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/slider_games_100-50.jpg;200;85;67;707;331;3796;3453;;;Thu, 11 Aug 2016 19:19:46 GMT;max-age=2592000;image/jpeg;;3;44;;792;;;;;;;;;;;15;100;0;-1;-1;100;-1;-1;-1;67;-1;0;1;-1;-1;-1;0;0;0;0;3453;1129;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
07.12.2016;19:19:45;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/slider/slider_horads.jpg;200;903;67;707;325;114931;114584;;;Thu, 11 Aug 2016 19:19:46 GMT;max-age=2592000;image/jpeg;;3;51;;1610;;;;;;;;;;;16;100;0;-1;-1;100;-1;-1;-1;54;-1;0;1;-1;-1;-1;0;0;0;0;114584;51811;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;2;0
