Date;Time;Event Name;URL;Load Time (ms);Time to First Byte (ms);unused;Bytes Out;Bytes In;DNS Lookups;Connections;Requests;OK Responses;Redirects;Not Modified;Not Found;Other Responses;Error Code;Time to Start Render (ms);Segments Transmitted;Segments Retransmitted;Packet Loss (out);Activity Time(ms);Descriptor;Lab ID;Dialer ID;Connection Type;Cached;Event URL;Pagetest Build;Measurement Type;Experimental;Doc Complete Time (ms);Event GUID;Time to DOM Element (ms);Includes Object Data;Cache Score;Static CDN Score;One CDN Score;GZIP Score;Cookie Score;Keep-Alive Score;DOCTYPE Score;Minify Score;Combine Score;Bytes Out (Doc);Bytes In (Doc);DNS Lookups (Doc);Connections (Doc);Requests (Doc);OK Responses (Doc);Redirects (Doc);Not Modified (Doc);Not Found (Doc);Other Responses (Doc);Compression Score;Host;IP Address;ETag Score;Flagged Requests;Flagged Connections;Max Simultaneous Flagged Connections;Time to Base Page Complete (ms);Base Page Result;Gzip Total Bytes;Gzip Savings;Minify Total Bytes;Minify Savings;Image Total Bytes;Image Savings;Base Page Redirects;Optimization Checked;AFT (ms);DOM Elements;PageSpeed Version;Page Title;Time to Title;Load Event Start;Load Event End;DOM Content Ready Start;DOM Content Ready End;Visually Complete (ms);Browser Name;Browser Version;Base Page Server Count;Base Page Server RTT;Base Page CDN;Adult Site;Run;Cached;Speed Index;domInteractive;Start Time (Object Data);DOM Erstellung (domInteractive - StartTime)
07.02.2016;09:14:37;Step 1;https://im-im2.hdm-stuttgart.de;1852;275;;5824;816590;2;2;54;54;0;0;0;0;0;1042;;;;1895;;;;;0;;;2;0;1852;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816103;2;2;54;54;0;0;0;0;59;;;-1;;;;276;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;477;1850;1853;1179;1179;2483;Firefox;47.0.0.5999;1;43;;0;1;0;1455;405;279;126
07.02.2016;09:15:12;Step 1;https://im-im2.hdm-stuttgart.de;1825;264;;5824;816617;2;2;54;54;0;0;0;0;0;1011;;;;1860;;;;;0;;;2;0;1825;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816119;2;2;54;54;0;0;0;0;59;;;-1;;;;265;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;463;1829;1832;1228;1228;2378;Firefox;47.0.0.5999;1;44;;0;2;0;1450;400;267;133
07.02.2016;09:15:48;Step 1;https://im-im2.hdm-stuttgart.de;1859;287;;5824;816619;2;2;54;54;0;0;0;0;0;975;;;;1892;;;;;0;;;2;0;1859;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816132;2;2;54;54;0;0;0;0;59;;;-1;;;;288;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;489;1858;1869;1111;1111;2375;Firefox;47.0.0.5999;1;49;;0;3;0;1378;425;290;135
07.02.2016;09:16:24;Step 1;https://im-im2.hdm-stuttgart.de;1879;281;;5824;816561;2;2;54;54;0;0;0;0;0;889;;;;1904;;;;;0;;;2;0;1879;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816074;2;2;54;54;0;0;0;0;59;;;-1;;;;281;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;497;1875;1877;1196;1196;2383;Firefox;47.0.0.5999;1;44;;0;4;0;1519;433;284;149
07.02.2016;09:17:01;Step 1;https://im-im2.hdm-stuttgart.de;1833;273;;5824;816590;2;2;54;54;0;0;0;0;0;1030;;;;1879;;;;;0;;;2;0;1833;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816103;2;2;54;54;0;0;0;0;59;;;-1;;;;273;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;476;1833;1836;1159;1159;2474;Firefox;47.0.0.5999;1;45;;0;5;0;1457;406;276;130
07.02.2016;09:17:37;Step 1;https://im-im2.hdm-stuttgart.de;1826;265;;5824;816612;2;2;54;54;0;0;0;0;0;906;;;;1869;;;;;0;;;2;0;1826;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816114;2;2;54;54;0;0;0;0;59;;;-1;;;;266;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;533;1824;1827;1120;1120;2483;Firefox;47.0.0.5999;1;42;;0;6;0;1392;453;268;185
07.02.2016;09:18:13;Step 1;https://im-im2.hdm-stuttgart.de;1807;277;;5824;816560;2;2;54;54;0;0;0;0;0;990;;;;1844;;;;;0;;;2;0;1807;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816073;2;2;54;54;0;0;0;0;59;;;-1;;;;278;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;583;1797;1808;1134;1134;2492;Firefox;47.0.0.5999;1;45;;0;7;0;1443;445;281;164
07.02.2016;09:18:51;Step 1;https://im-im2.hdm-stuttgart.de;1845;284;;5824;816590;2;2;54;54;0;0;0;0;0;1058;;;;1890;;;;;0;;;2;0;1845;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816103;2;2;54;54;0;0;0;0;59;;;-1;;;;285;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;482;1845;1856;1188;1189;2383;Firefox;47.0.0.5999;1;43;;0;8;0;1463;407;287;120
07.02.2016;09:19:26;Step 1;https://im-im2.hdm-stuttgart.de;1823;264;;5824;816675;2;2;54;54;0;0;0;0;0;884;;;;1866;;;;;0;;;2;0;1823;;;1;99;0;-1;-1;-1;100;-1;-1;100;5824;816177;2;2;54;54;0;0;0;0;59;;;-1;;;;264;200;0;0;;;197899;80962;0;1;;209;;Medienmaster;461;1822;1833;1151;1152;2383;Firefox;47.0.0.5999;1;44;;0;9;0;1436;399;267;132
