Date;Time;Event Name;IP Address;Action;Host;URL;Response Code;Time to Load (ms);Time to First Byte (ms);Start Time (ms);Bytes Out;Bytes In;Object Size;Cookie Size (out);Cookie Count(out);Expires;Cache Control;Content Type;Content Encoding;Transaction Type;Socket ID;Document ID;End Time (ms);Descriptor;Lab ID;Dialer ID;Connection Type;Cached;Event URL;Pagetest Build;Measurement Type;Experimental;Event GUID;Sequence Number;Cache Score;Static CDN Score;GZIP Score;Cookie Score;Keep-Alive Score;DOCTYPE Score;Minify Score;Combine Score;Compression Score;ETag Score;Flagged;Secure;DNS Time;Connect Time;SSL Time;Gzip Total Bytes;Gzip Savings;Minify Total Bytes;Minify Savings;Image Total Bytes;Image Savings;Cache Time (sec);Real Start Time (ms);Full Time to Load (ms);Optimization Checked;CDN Provider;DNS Start;DNS End;;;Connect Start;Connect End;;;SSL Negotiation Start;SSL Negotiation End;;;Initiator;Initiator Line;Initiator Column;Server Count;Server RTT;Run;Cached
07/23/2016;15:31:24;Step 1;193.174.13.86;POST;ocsp.pca.dfn.de;/OCSP-Server/OCSP;200;70;69;244;449;1894;1498;;;Tue, 02 Aug 2016 15:31:23 GMT;max-age=864000, public, no-transform, must-revalidate;application/ocsp-response;;3;45;;314;;;;;;;;;;;1;100;-1;-1;-1;100;-1;-1;-1;-1;-1;0;0;-1;-1;-1;0;0;0;0;0;0;864000;;;1;;139;201;62;;202;244;42;;0;0;0;;;;;1;42;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/dozenten.html;200;64;42;317;172;7083;6930;;;Sat, 23 Jul 2016 16:31:23 GMT;max-age=3600;text/html;gzip;3;44;;381;;;;;;;;;;;2;50;-1;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;3600;;;1;;0;41;41;;42;76;34;;76;175;99;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/style.css;200;47;47;437;74;1643;1538;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;text/css;gzip;3;44;;484;;;;;;;;;;;3;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/stylehttp2.css;200;60;49;437;32;2017;1955;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;text/css;gzip;3;44;;497;;;;;;;;;;;4;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/menu.css;200;60;59;438;28;1269;1207;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;text/css;gzip;3;44;;498;;;;;;;;;;;5;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/footer.css;200;59;59;439;30;517;456;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;text/css;gzip;3;44;;498;;;;;;;;;;;6;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/bootstrap1.css;200;64;58;440;32;8210;8148;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;text/css;gzip;3;44;;504;;;;;;;;;;;7;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/bootstrap2.css;200;98;67;440;32;7158;7096;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;text/css;gzip;3;44;;538;;;;;;;;;;;8;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/bootstrap3.css;200;109;97;441;32;7213;7151;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;text/css;gzip;3;44;;550;;;;;;;;;;;9;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/css/http2/team.css;200;112;112;441;28;1640;1579;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;text/css;gzip;3;44;;553;;;;;;;;;;;10;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/logos/logo-hdm.png;200;112;112;441;40;703;605;;;Mon, 22 Aug 2016 15:31:23 GMT;max-age=2592000;image/png;;3;44;;553;;;;;;;;;;;11;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/united-internet.png;200;162;114;442;42;9948;9892;;;Mon, 22 Aug 2016 15:31:23 GMT;max-age=2592000;image/png;;3;44;;604;;;;;;;;;;;12;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/dmc.png;200;171;163;442;34;2261;2206;;;Mon, 22 Aug 2016 15:31:23 GMT;max-age=2592000;image/png;;3;44;;613;;;;;;;;;;;13;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/burda.png;200;171;162;443;35;3939;3884;;;Mon, 22 Aug 2016 15:31:23 GMT;max-age=2592000;image/png;;3;44;;614;;;;;;;;;;;14;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/vitra.png;200;172;171;443;35;3483;3428;;;Mon, 22 Aug 2016 15:31:23 GMT;max-age=2592000;image/png;;3;44;;615;;;;;;;;;;;15;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/ravensburger.png;200;178;171;443;40;2867;2812;;;Mon, 22 Aug 2016 15:31:23 GMT;max-age=2592000;image/png;;3;44;;621;;;;;;;;;;;16;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/uploads/sponsoren/kresse-discher.png;200;194;170;444;41;2362;2330;;;Mon, 22 Aug 2016 15:31:23 GMT;max-age=2592000;image/png;;3;44;;638;;;;;;;;;;;17;100;0;-1;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;2592000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
07/23/2016;15:31:24;Step 1;141.62.110.42;GET;im-im2.hdm-stuttgart.de;/js/jquery.min.js;200;215;170;444;28;29982;29902;;;Sun, 23 Jul 2017 15:31:23 GMT;max-age=31536000;application/javascript;gzip;3;44;;659;;;;;;;;;;;18;100;0;100;-1;100;-1;-1;-1;-1;-1;0;1;-1;-1;-1;0;0;0;0;0;0;31536000;;;1;;0;0;0;;0;0;0;;0;0;0;;;;;1;34;1;0
