"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"06/25/2016","08:10:14","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1807","285","","4605","812895","2","2","44","44","0","0","0","0","0","910","","","","1860","","","","","0","","","2","0","1807","","","1","98","0","-1","-1","-1","100","-1","-1","100","4605","812397","2","2","44","44","0","0","0","0","59","","","-1","","","","286","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","560","1806","1809","1312","1312","2683","Firefox","47.0.0.5999","1","52","","0","1","0","1455",
"06/25/2016","08:10:32","Step 1","https://im-im2.hdm-stuttgart.de/index.html","600","1115","","975","7663","1","1","1","1","0","0","0","0","0","613","","","","1115","","","","","1","","","2","0","600","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1115","200","0","0","","","0","0","0","1","","199","","Medienmaster","712","544","555","379","379","1662","Firefox","47.0.0.5999","1","51","","0","1","1","647",
"06/25/2016","08:10:51","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1814","268","","4648","812866","2","2","44","44","0","0","0","0","0","771","","","","1858","","","","","0","","","2","0","1814","","","1","98","0","-1","-1","-1","100","-1","-1","100","4648","812379","2","2","44","44","0","0","0","0","59","","","-1","","","","269","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","540","1817","1820","1306","1306","2671","Firefox","47.0.0.5999","1","46","","0","2","0","1598",
"06/25/2016","08:11:08","Step 1","https://im-im2.hdm-stuttgart.de/index.html","602","1012","","975","7662","1","1","1","1","0","0","0","0","0","604","","","","1013","","","","","1","","","2","0","602","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1013","200","0","0","","","0","0","0","1","","199","","Medienmaster","705","541","553","384","384","1654","Firefox","47.0.0.5999","1","47","","0","2","1","647",
"06/25/2016","08:11:26","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1806","273","","4605","812867","2","2","44","44","0","0","0","0","0","783","","","","1850","","","","","0","","","2","0","1806","","","1","98","0","-1","-1","-1","100","-1","-1","100","4531","812380","2","2","43","43","0","0","0","0","59","","","-1","","","","273","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","551","1802","1804","1318","1318","2583","Firefox","47.0.0.5999","1","45","","0","3","0","1598",
"06/25/2016","08:11:44","Step 1","https://im-im2.hdm-stuttgart.de/index.html","509","1009","","975","7663","1","1","1","1","0","0","0","0","0","723","","","","1010","","","","","1","","","2","0","509","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1010","200","0","0","","","0","0","0","1","","199","","Medienmaster","611","541","547","483","483","1866","Firefox","47.0.0.5999","1","48","","0","3","1","746",
"06/25/2016","08:12:03","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1843","294","","4605","812809","2","2","44","44","0","0","0","0","0","771","","","","1870","","","","","0","","","2","0","1843","","","1","98","0","-1","-1","-1","100","-1","-1","100","4605","812322","2","2","44","44","0","0","0","0","59","","","-1","","","","295","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","573","1833","1844","1281","1281","2671","Firefox","47.0.0.5999","1","52","","0","4","0","1484",
"06/25/2016","08:12:22","Step 1","https://im-im2.hdm-stuttgart.de/index.html","464","1071","","975","7662","1","1","1","1","0","0","0","0","0","496","","","","1071","","","","","1","","","2","0","464","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1071","200","0","0","","","0","0","0","1","","175","","Medienmaster","470","458","460","316","316","1665","Firefox","47.0.0.5999","1","52","","0","4","1","807",
"06/25/2016","08:12:40","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1827","290","","4648","812895","2","2","44","44","0","0","0","0","0","783","","","","1861","","","","","0","","","2","0","1827","","","1","98","0","-1","-1","-1","100","-1","-1","100","4648","812397","2","2","44","44","0","0","0","0","59","","","-1","","","","291","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","580","1825","1828","1159","1160","2483","Firefox","47.0.0.5999","1","48","","0","5","0","1424",
"06/25/2016","08:12:59","Step 1","https://im-im2.hdm-stuttgart.de/index.html","494","991","","975","7663","1","1","1","1","0","0","0","0","0","765","","","","992","","","","","1","","","2","0","494","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","992","200","0","0","","","0","0","0","1","","199","","Medienmaster","610","526","532","469","469","1866","Firefox","47.0.0.5999","1","47","","0","5","1","828",
