"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"07/02/2016","15:51:17","Step 1","https://im-im2.hdm-stuttgart.de","1881","273","","5252","813333","2","2","44","44","0","0","0","0","0","883","","","","1881","","","","","0","","","2","0","1881","","","1","98","0","-1","-1","-1","100","-1","-1","100","5252","813333","2","2","44","44","0","0","0","0","59","","","-1","","","","274","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","588","1839","1843","1825","1825","3083","Firefox","47.0.0.5999","1","41","","0","1","0","1975",
"07/02/2016","15:51:35","Step 1","https://im-im2.hdm-stuttgart.de","550","1120","","975","7663","1","1","1","1","0","0","0","0","0","769","","","","1121","","","","","1","","","2","0","550","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1121","200","0","0","","","0","0","0","1","","199","","Medienmaster","664","586","601","520","520","1754","Firefox","47.0.0.5999","1","47","","0","1","1","842",
"07/02/2016","15:51:53","Step 1","https://im-im2.hdm-stuttgart.de","1881","272","","5090","813362","2","2","44","44","0","0","0","0","0","979","","","","1881","","","","","0","","","2","0","1881","","","1","98","0","-1","-1","-1","100","-1","-1","100","5090","813362","2","2","44","44","0","0","0","0","59","","","-1","","","","273","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","629","1839","1843","1837","1837","2979","Firefox","47.0.0.5999","1","44","","0","2","0","1962",
"07/02/2016","15:52:12","Step 1","https://im-im2.hdm-stuttgart.de","542","1075","","975","7663","1","1","1","1","0","0","0","0","0","764","","","","1076","","","","","1","","","2","0","542","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1076","200","0","0","","","0","0","0","1","","199","","Medienmaster","571","576","590","511","511","1856","Firefox","47.0.0.5999","1","44","","0","2","1","844",
"07/02/2016","15:52:31","Step 1","https://im-im2.hdm-stuttgart.de","1858","263","","5239","813286","2","2","44","44","0","0","0","0","0","783","","","","1858","","","","","0","","","2","0","1858","","","1","98","0","-1","-1","-1","100","-1","-1","100","5239","813286","2","2","44","44","0","0","0","0","59","","","-1","","","","264","200","0","0","","","197899","80962","0","1","","175","","Medienmaster","562","1781","1785","1780","1780","3182","Firefox","47.0.0.5999","1","44","","0","3","0","1972",
"07/02/2016","15:52:50","Step 1","https://im-im2.hdm-stuttgart.de","548","1079","","975","7662","1","1","1","1","0","0","0","0","0","858","","","","1080","","","","","1","","","2","0","548","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1080","200","0","0","","","0","0","0","1","","199","","Medienmaster","661","590","605","517","517","1755","Firefox","47.0.0.5999","1","43","","0","3","1","925",
"07/02/2016","15:53:09","Step 1","https://im-im2.hdm-stuttgart.de","1839","269","","4918","813420","2","2","44","44","0","0","0","0","0","783","","","","1883","","","","","0","","","2","0","1839","","","1","98","0","-1","-1","-1","100","-1","-1","100","4918","812933","2","2","44","44","0","0","0","0","59","","","-1","","","","270","200","0","0","","","197899","80962","0","1","","175","","Medienmaster","584","1764","1780","1763","1763","3082","Firefox","47.0.0.5999","1","44","","0","4","0","1956",
"07/02/2016","15:53:28","Step 1","https://im-im2.hdm-stuttgart.de","549","1076","","975","7663","1","1","1","1","0","0","0","0","0","862","","","","1077","","","","","1","","","2","0","549","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1077","200","0","0","","","0","0","0","1","","199","","Medienmaster","710","578","592","508","508","1867","Firefox","47.0.0.5999","1","49","","0","4","1","923",
"07/02/2016","15:53:47","Step 1","https://im-im2.hdm-stuttgart.de","2182","271","","5478","813334","2","2","44","44","0","0","0","0","0","775","","","","2182","","","","","0","","","2","0","2182","","","1","98","0","-1","-1","-1","100","-1","-1","100","5478","813334","2","2","44","44","0","0","0","0","59","","","-1","","","","272","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","616","1908","1920","1790","1790","2975","Firefox","47.0.0.5999","1","44","","0","5","0","2027",
"07/02/2016","15:54:07","Step 1","https://im-im2.hdm-stuttgart.de","544","1084","","975","7662","1","1","1","1","0","0","0","0","0","856","","","","1085","","","","","1","","","2","0","544","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1085","200","0","0","","","0","0","0","1","","199","","Medienmaster","658","569","583","505","505","1756","Firefox","47.0.0.5999","1","47","","0","5","1","923",
