"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"07/02/2016","10:58:58","Step 1","https://im-im2.hdm-stuttgart.de","1722","274","","4817","813005","2","2","44","44","0","0","0","0","0","1158","","","","1765","","","","","0","","","2","0","1722","","","1","98","0","-1","-1","-1","100","-1","-1","100","4817","812507","2","2","44","44","0","0","0","0","59","","","-1","","","","275","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","867","1722","1732","605","750","2183","Firefox","47.0.0.5999","1","45","","0","1","0","1254",
"07/02/2016","10:59:16","Step 1","https://im-im2.hdm-stuttgart.de","542","1071","","975","7663","1","1","1","1","0","0","0","0","0","746","","","","1072","","","","","1","","","2","0","542","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1072","200","0","0","","","0","0","0","1","","199","","Medienmaster","299","567","573","328","390","1765","Firefox","47.0.0.5999","1","44","","0","1","1","740",
"07/02/2016","10:59:36","Step 1","https://im-im2.hdm-stuttgart.de","1758","276","","4647","812890","2","2","44","44","0","0","0","0","0","1169","","","","1792","","","","","0","","","2","0","1758","","","1","98","0","-1","-1","-1","100","-1","-1","100","4647","812403","2","2","44","44","0","0","0","0","59","","","-1","","","","276","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","898","1758","1760","643","774","2482","Firefox","47.0.0.5999","1","41","","0","2","0","1248",
"07/02/2016","10:59:54","Step 1","https://im-im2.hdm-stuttgart.de","526","982","","975","7662","1","1","1","1","0","0","0","0","0","685","","","","983","","","","","1","","","2","0","526","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","983","200","0","0","","","0","0","0","1","","199","","Medienmaster","285","560","574","323","368","1756","Firefox","47.0.0.5999","1","42","","0","2","1","750",
"07/02/2016","11:00:12","Step 1","https://im-im2.hdm-stuttgart.de","1789","273","","4591","813005","2","2","44","44","0","0","0","0","0","1207","","","","1827","","","","","0","","","2","0","1789","","","1","98","0","-1","-1","-1","100","-1","-1","100","4591","812507","2","2","44","44","0","0","0","0","59","","","-1","","","","274","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","490","1784","1799","660","787","2383","Firefox","47.0.0.5999","1","42","","0","3","0","1251",
"07/02/2016","11:00:30","Step 1","https://im-im2.hdm-stuttgart.de","524","1011","","975","7662","1","1","1","1","0","0","0","0","0","765","","","","1016","","","","","1","","","2","0","524","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1016","200","0","0","","","0","0","0","1","","199","","Medienmaster","288","548","563","325","370","1765","Firefox","47.0.0.5999","1","47","","0","3","1","829",
"07/02/2016","11:00:48","Step 1","https://im-im2.hdm-stuttgart.de","1776","269","","4591","813034","2","2","44","44","0","0","0","0","0","1159","","","","1825","","","","","0","","","2","0","1776","","","1","98","0","-1","-1","-1","100","-1","-1","100","4591","812536","2","2","44","44","0","0","0","0","59","","","-1","","","","269","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","486","1763","1778","645","778","2383","Firefox","47.0.0.5999","1","44","","0","4","0","1245",
"07/02/2016","11:01:07","Step 1","https://im-im2.hdm-stuttgart.de","514","991","","975","7663","1","1","1","1","0","0","0","0","0","761","","","","991","","","","","1","","","2","0","514","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","991","200","0","0","","","0","0","0","1","","199","","Medienmaster","284","555","570","330","375","1756","Firefox","47.0.0.5999","1","42","","0","4","1","830",
"07/02/2016","11:01:25","Step 1","https://im-im2.hdm-stuttgart.de","1760","265","","4591","812976","2","2","44","44","0","0","0","0","0","1187","","","","1806","","","","","0","","","2","0","1760","","","1","98","0","-1","-1","-1","100","-1","-1","100","4591","812478","2","2","44","44","0","0","0","0","59","","","-1","","","","266","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","470","1768","1779","642","766","2375","Firefox","47.0.0.5999","1","42","","0","5","0","1241",
"07/02/2016","11:01:42","Step 1","https://im-im2.hdm-stuttgart.de","543","1032","","975","7663","1","1","1","1","0","0","0","0","0","766","","","","1033","","","","","1","","","2","0","543","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1033","200","0","0","","","0","0","0","1","","199","","Medienmaster","300","575","581","336","386","1865","Firefox","47.0.0.5999","1","42","","0","5","1","833",
