"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"06/25/2016","08:26:26","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1784","284","","4690","812920","2","2","44","44","0","0","0","0","0","1189","","","","1827","","","","","0","","","2","0","1784","","","1","98","0","-1","-1","-1","100","-1","-1","100","4690","812422","2","2","44","44","0","0","0","0","59","","","-1","","","","285","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","498","1788","1790","661","804","2379","Firefox","47.0.0.5999","1","51","","0","1","0","1248",
"06/25/2016","08:26:43","Step 1","https://im-im2.hdm-stuttgart.de/index.html","531","1017","","975","7663","1","1","1","1","0","0","0","0","0","711","","","","1018","","","","","1","","","2","0","531","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1018","200","0","0","","","0","0","0","1","","199","","Medienmaster","294","564","570","330","388","1865","Firefox","47.0.0.5999","1","46","","0","1","1","744",
"06/25/2016","08:27:01","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1787","269","","4605","812920","2","2","44","44","0","0","0","0","0","1196","","","","1834","","","","","0","","","2","0","1787","","","1","98","0","-1","-1","-1","100","-1","-1","100","4605","812422","2","2","44","44","0","0","0","0","59","","","-1","","","","270","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","487","1791","1793","661","780","2471","Firefox","47.0.0.5999","1","46","","0","2","0","1255",
"06/25/2016","08:27:18","Step 1","https://im-im2.hdm-stuttgart.de/index.html","520","999","","975","7663","1","1","1","1","0","0","0","0","0","690","","","","999","","","","","1","","","2","0","520","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","999","200","0","0","","","0","0","0","1","","199","","Medienmaster","206","558","564","320","373","1759","Firefox","47.0.0.5999","1","52","","0","2","1","745",
"06/25/2016","08:27:37","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1831","278","","4605","812950","2","2","44","44","0","0","0","0","0","1217","","","","1871","","","","","0","","","2","0","1831","","","1","98","0","-1","-1","-1","100","-1","-1","100","4605","812452","2","2","44","44","0","0","0","0","59","","","-1","","","","279","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","491","1831","1833","700","828","2479","Firefox","47.0.0.5999","1","51","","0","3","0","1262",
"06/25/2016","08:27:54","Step 1","https://im-im2.hdm-stuttgart.de/index.html","488","1033","","975","7662","1","1","1","1","0","0","0","0","0","611","","","","1034","","","","","1","","","2","0","488","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","1034","200","0","0","","","0","0","0","1","","199","","Medienmaster","272","524","542","312","364","1862","Firefox","47.0.0.5999","1","45","","0","3","1","660",
"06/25/2016","08:28:13","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1772","283","","4648","812864","2","2","44","44","0","0","0","0","0","1152","","","","1807","","","","","0","","","2","0","1772","","","1","98","0","-1","-1","-1","100","-1","-1","100","4648","812377","2","2","44","44","0","0","0","0","59","","","-1","","","","284","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","488","1772","1774","651","779","2383","Firefox","47.0.0.5999","1","52","","0","4","0","1242",
"06/25/2016","08:28:30","Step 1","https://im-im2.hdm-stuttgart.de/index.html","499","972","","975","7663","1","1","1","1","0","0","0","0","0","669","","","","972","","","","","1","","","2","0","499","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","972","200","0","0","","","0","0","0","1","","199","","Medienmaster","272","540","555","316","364","1757","Firefox","47.0.0.5999","1","51","","0","4","1","747",
"06/25/2016","08:28:48","Step 1","https://im-im2.hdm-stuttgart.de/index.html","1784","288","","4690","812894","2","2","44","44","0","0","0","0","0","1145","","","","1819","","","","","0","","","2","0","1784","","","1","98","0","-1","-1","-1","100","-1","-1","100","4690","812396","2","2","44","44","0","0","0","0","59","","","-1","","","","289","200","0","0","","","197899","80962","0","1","","199","","Medienmaster","503","1787","1790","656","784","2579","Firefox","47.0.0.5999","1","51","","0","5","0","1154",
"06/25/2016","08:29:05","Step 1","https://im-im2.hdm-stuttgart.de/index.html","497","956","","975","7663","1","1","1","1","0","0","0","0","0","654","","","","956","","","","","1","","","2","0","497","","","1","100","-1","-1","-1","-1","100","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","956","200","0","0","","","0","0","0","1","","199","","Medienmaster","268","538","544","312","360","1658","Firefox","47.0.0.5999","1","45","","0","5","1","743",
