"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"07/23/2016","15:31:24","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1523","313","","7584","547496","2","2","75","75","0","0","0","0","0","1028","","","","1562","","","","","0","","","2","0","1523","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547032","2","2","75","75","0","0","0","0","61","","","-1","","","","314","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","490","1519","1521","850","850","1482","Firefox","47.0.0.5999","1","42","","0","1","0","1015",
"07/23/2016","15:31:41","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1497","287","","7584","547658","2","2","75","75","0","0","0","0","0","976","","","","1531","","","","","0","","","2","0","1497","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547171","2","2","75","75","0","0","0","0","61","","","-1","","","","288","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","444","1497","1499","795","795","1499","Firefox","47.0.0.5999","1","45","","0","2","0","1030",
"07/23/2016","15:31:59","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1417","272","","7584","547619","2","2","75","75","0","0","0","0","0","967","","","","1460","","","","","0","","","2","0","1417","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547132","2","2","75","75","0","0","0","0","61","","","-1","","","","273","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","468","1417","1419","791","792","1382","Firefox","47.0.0.5999","1","44","","0","3","0","1004",
"07/23/2016","15:32:16","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1468","290","","7584","547612","2","2","75","75","0","0","0","0","0","910","","","","1502","","","","","0","","","2","0","1468","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547148","2","2","75","75","0","0","0","0","61","","","-1","","","","291","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","742","1475","1477","737","737","1470","Firefox","47.0.0.5999","1","40","","0","4","0","980",
"07/23/2016","15:32:33","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1345","259","","7584","547582","2","2","75","75","0","0","0","0","0","971","","","","1367","","","","","0","","","2","0","1345","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547118","2","2","75","75","0","0","0","0","61","","","-1","","","","260","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","408","1341","1343","783","783","1347","Firefox","47.0.0.5999","1","41","","0","5","0","1003",
"07/23/2016","15:32:51","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1395","270","","7584","547589","2","2","75","75","0","0","0","0","0","943","","","","1428","","","","","0","","","2","0","1395","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547102","2","2","75","75","0","0","0","0","61","","","-1","","","","271","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","433","1395","1398","701","701","1397","Firefox","47.0.0.5999","1","45","","0","6","0","905",
"07/23/2016","15:33:08","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1362","270","","7584","547555","2","2","75","75","0","0","0","0","0","991","","","","1401","","","","","0","","","2","0","1362","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547091","2","2","75","75","0","0","0","0","61","","","-1","","","","271","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","436","1370","1372","867","867","1372","Firefox","47.0.0.5999","1","44","","0","7","0","1004",
"07/23/2016","15:33:25","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1400","275","","7584","547642","2","2","75","75","0","0","0","0","0","946","","","","1430","","","","","0","","","2","0","1400","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547178","2","2","75","75","0","0","0","0","61","","","-1","","","","276","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","418","1400","1402","784","784","1402","Firefox","47.0.0.5999","1","43","","0","8","0","905",
"07/23/2016","15:33:42","Step 1","https://im-im2.hdm-stuttgart.de/dozenten.html","1395","269","","7584","547503","2","2","75","75","0","0","0","0","0","957","","","","1431","","","","","0","","","2","0","1395","","","1","99","0","-1","-1","-1","100","-1","-1","100","7584","547016","2","2","75","75","0","0","0","0","61","","","-1","","","","270","200","0","0","","","174628","66480","0","1","","568","","Medienmaster","428","1399","1402","675","675","1397","Firefox","47.0.0.5999","1","44","","0","9","0","1004",
